Unnamed: 0,EAN_UPC,Product_name,Closest_Category,Brand,GPT_estimated
195,8712100197550.0,"Knorr Aromat Universal, 1er Pack (1 x 6000 g)","Brühen, Bouillons & Würzmittel",Knorr,"Brühen, Bouillons & Würzmittel"
197,8714100089392.0,"Knorr French Dressing (mit feiner Senfnote und hochwertigem Rapsöl), 3er Pack (3 x 1L)",Salatzutaten,Knorr,Grillsaucen
198,,"Knorr Pasta Snack Rahm Sauce leckeres Nudelgericht fertig in nur 5 Minuten - 8 x 62g Becher -, 496g & Pasta Snack Pilz-Rahm-Sauce leckeres Nudelgericht fertig in nur 5 Minuten - 8 x 63g Becher -, 504g",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
199,8722700635239.0,"Knorr Collezione Italiana Sauce Arrabiata (scharfe Tomatensauce mit Kräuter) 1er Pack (1 x 2,36 kg)",Suppen,Knorr,Grillsaucen
200,,"Knorr Natürlich Lecker! Würzbasis für die einfache Zubereitung Lachs-Gemüse Gratin aus 100% natürlichen Zutaten, 15 x 42 g",Natürlich Lecker!,Knorr,Natürlich Lecker!
201,,Knorr Mein Würzgeheimis Mexikanisch für Chilis und Tacos (1 x 90 g),Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
202,5900300516858.0,Knorr Collezione Italiana Tomatenmark (doppelt konzentriertes Tomatenpüree) 3er Pack (3 x 800g),Suppen,Knorr,Natürlich Lecker!
206,8717163861783.0,Knorr Fix Würzmischung Hackbraten für ein leckeres Fleischgericht ohne geschmacksverstärkende Zusatzstoffe 70 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
209,8714100953556.0,Knorr Pasta Snack Broc   8x 69g  BE,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
210,,Knorr Tomaten Ketchup im Squeezer ideal als vegane Grillsauce mit 100% natürlichen Zutaten 430 ml (Packung mit 2),Natürlich Lecker!,Knorr,Grillsaucen
211,8712100902123.0,Knorr Grillsauce Burger Soße 8x250ml,"Grillsaucen, Ketchup & Mayo",Knorr,Grillsaucen
212,4007801309697.0,Knorr Salatkrönung Kapuziner Art Dressing (Basis für Salatdressing mit ausgesuchten Kräutern und Gewürzen) 1er Pack (1 x 5 kg),Salatzutaten,Knorr,Salatzutaten
213,8712566480166.0,"Knorr Kürbis Kartoffel Püreesuppe Trockenmischung (ausgewogener, harmonischer Geschmack) 1er Pack (1 x 2,4 kg)","Brühen, Bouillons & Würzmittel",Knorr,Suppen
216,8712100193248.0,Knorr Fix Lasagne 2 Portionen (20 x 400 ml),Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
217,8720182429568.0,Knorr Fix Würzmischung Geschnetzeltes Züricher Art für ein leckeres Geschnetzeltes Rezept ohne geschmacksverstärkende Zusatzstoffe 54 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
219,,"Knorr Delikatess Sauce zu Braten (pur als Bratensoße, Soßenbinder und zum Verfeinern), 1er Pack (1 x 1 kg) & Gemüse Kraftbouillon (Gemüsebrühe mit Suppengrün, rein pflanzlich) 1er Pack (1 x 1 kg)",Snacks & Fertiggerichte,Knorr,"Fix Produkte | Knorr Deutschland  
Brühen, Bouillons & Würzmittel"
220,9000275745607.0,Knorr Weisse Grundsauce (ohne deklarationspflichtige Allergene lt. Gesetz) 2 kg,Snacks & Fertiggerichte,Knorr,Grillsaucen
222,,Knorr Hüttenschmaus Nudel-Fertiggericht Schwäbische Käse-Spätzle 149 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
224,8712100596445.0,"Knorr Professional Bouillon Gemüse, geliert (vegan, 1EL Bouillon genügt für 1 l Wasser) 1er Pack (1 x 800 g)",Die Bio Gemüse Bouillon,Knorr,Die Bio Gemüse Bouillon
225,8711200453771.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
226,8712566361472.0,Knorr  Bouillon Pur mit Rind leckere Rinderbrühe mit vollem Geschmack 6x 28 g,"Brühen, Bouillons & Würzmittel",Knorr,"Brühen, Bouillons & Würzmittel"
227,8714100761786.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
228,4007801105596.0,Knorr Flädle Suppeneinlage (Fritatten nach österreichischem Originalrezept) 1er Pack (1 x 1 kg),"Brühen, Bouillons & Würzmittel",Knorr,Suppen
229,4013300531347.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
230,4000400317216.0,"Knorr Tomaten Soße 3 x 250 ml, 15er-Pack","Grillsaucen, Ketchup & Mayo",Knorr,Sauces
231,8710522967829.0,Knorr Fix Würzmischung Spaghetti Carbonara leckeres Nudelgericht 100% natürliche Zutaten ohne zugesetzten Zucker* 42 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
234,4007801309628.0,"Knorr Salatkrönung Universal Kräuter (Salatdressing einfach zuzubereiten, für flexibel einsetzbares Dressing) 1er Pack (1 x 5 kg)",Salatzutaten,Knorr,Salatzutaten
235,,"Knorr Gemüsebouillon Dose Ergiebigkeit, 3er Pack (3 x 16 l)",Sauces,Knorr,"Brühen, Bouillons & Würzmittel"
236,8722700674962.0,"Knorr Schweinebraten Soße Dose, 1er-Pack (1 x 2,25 Liter)",Sauces,Knorr,Grillsaucen
237,8720182403308.0,Knorr Activ Veggie Nudel-Fertiggericht Penne mit Broccoli und Frühlingskräutern Nudelgericht ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 146 g 10 Stück,Salatzutaten,Knorr,Snacks & Fertiggerichte
239,8712423038097.0,Knorr Feinschmecker Suppe Kürbis   52 g,Sauces,Knorr,Suppen
240,8711327463615.0,"Knorr Knusper Topping Mediterrane Kräuter, 40g","Brühen, Bouillons & Würzmittel",Knorr,Fix Produkte | Knorr Deutschland
241,8710522969632.0,Knorr Fix Würzmischung Nudel-Schinken Auflauf leckeres Ofengericht 100% natürliche Zutaten ohne zugesetzten Zucker* 40 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
242,9000275443008.0,Knorr Kartoffel-Flocken Püree (aus Qualitäts-Kartoffeln) 1er Pack (1 x 4kg),Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
243,4000400346049.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
244,8714100761724.0,Knorr  Fix Paprika-Mais Nudeln mit Hähnchen für ein leckeres Fleischgericht ohne geschmacksverstärkende Zusatzstoffe 42 g 1 Stück,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
245,8710447792162.0,Knorr  Suppenliebe Hochzeits Suppe leckere Nudelsuppe ohne geschmacksverstärkende Zusatzstoffe 16x 3 Teller,Suppen,Knorr,Suppen
246,4000400143334.0,"Knorr Bratenjus pastös (vielseitig anwendbar als klarer Bratensaft, Bratensoße und braune Soße) | 400g (1er pack)",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
247,8711200560653.0,Knorr  Sauce Hollandaise   250 ml,"Grillsaucen, Ketchup & Mayo",Knorr,Sauces
248,8718114823461.0,Knorr Fix Würzmischung Jäger-Schnitzel für ein leckeres Schnitzel Gericht ohne geschmacksverstärkende Zusatzstoffe 47 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
249,8714100823880.0,Knorr  Salatkrönung Küchenkräuter für ein leckeres Salatdressing mit natürlichen Zutaten* 15x 5er Pack,Salatzutaten,Knorr,Salatzutaten
250,8711200339297.0,Knorr Activ Veggie Muschelnudeln mit Frühlingsgemüse in Kräutersauce leckere Nudeln ohne geschmacksverstärkende Zusatzstoffe 9x 155 g,Snacks & Fertiggerichte,Knorr,Fertiggerichte
251,8711327406391.0,Knorr  Suppenliebe Suppe mit Rind für eine leckere Nudelsuppe mit vielen Nudeln ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 3 Teller,Suppen,Knorr,Suppen
252,8720182407825.0,Knorr Spaghetteria Nudel-Fertiggericht Funghi leckeres Nudelgericht fertig in 6 Minuten 10x 150 ml,Sauces,Knorr,Snacks & Fertiggerichte
253,,"Knorr Pasta Snack Becher verschiedene Sorten Sortimentskarton, 24 x 70 g (24 x Snackbecher - 3 x Sorten), 1.616 kg & Kartoffel Snack Speck & Zwiebeln, 8er Pack ( 8 x 58g )",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
254,4007801105770.0,"Knorr Sahne Sauce Carbonara, 1000 g","Brühen, Bouillons & Würzmittel",Knorr,Sauces
255,8718114947129.0,Knorr  Fix Schweinebraten in einer leckeren Soße für ein Fleischgericht mit natürlichen Zutaten 23x 4 Portionen,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
257,,"Knorr Sweety Grießschmarrn, 2 Portionen, 7er Pack (7 x 205 g)",Snacks & Fertiggerichte,Knorr,Fix Produkte | Knorr Deutschland
258,8717163861745.0,Knorr Familien-Fix Paprika-Nudel Auflauf mit Hackfleisch 38g 38g,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
259,4007801105824.0,"Knorr Tomaten Sauce Napoli, 1000 g","Brühen, Bouillons & Würzmittel",Knorr,Sauces
260,8720182094421.0,Knorr  Hühner Kraftbouillon im Glas mit kräftigem Geschmack und natürlichen Zutaten 88 g,Natürlich Lecker!,Knorr,"Brühen, Bouillons & Würzmittel"
262,4038700118080.0,Knorr Spaghetteria Funghi 150g 150g,"Grillsaucen, Ketchup & Mayo",Knorr,Snacks & Fertiggerichte
263,9000275735103.0,"Knorr Meisterkessel Gulaschsuppe (servierfertig, authentischer Geschmack) 1er Pack (1 x 2,9 kg) /2.78l",Salatzutaten,Knorr,Suppen
264,9000275741609.0,Knorr Bratensaft Trockenmischung (authentischer Fleischgeschmack) 1er Pack (1 x 1kg),Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
265,8710604733274.0,"Knorr Fix Bunte Gemüse Pasta Gewürzmischung für die schnelle Zubereitung Beutel, 24er Pack (24 x 38 g)","Brühen, Bouillons & Würzmittel",Knorr,Fix Produkte | Knorr Deutschland
267,8714100823828.0,Knorr  Salatkrönung Italienische Art für ein leckeres Salatdressing mit natürlichen Zutaten* 15x 5er Pack,Salatzutaten,Knorr,Salatzutaten
268,4007801107804.0,"Knorr Gulasch Basis, 1er Pack (1 x 1 kg)","Grillsaucen, Ketchup & Mayo",Knorr,Fix Produkte | Knorr Deutschland
269,8711327418219.0,Knorr  Pasta Snack Pot Käse & Kräuter leckere Instant Nudeln fertig in nur 5 Minuten 8 x 59 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
270,8712100051869.0,Knorr Chili Knobl Sauc   8x250ml FL,"Grillsaucen, Ketchup & Mayo",Knorr,Grillsaucen
271,8711327406407.0,Knorr  Suppenliebe Suppe mit Rind für eine leckere Nudelsuppe mit vielen Nudeln ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 14 x  3 Teller,Suppen,Knorr,Suppen
273,8722700482628.0,"Knorr Professional Würzpaste Paprika (natürlicher Geschmack, immer einsatzbereit) 1er Pack (1 x 750 g)",Salatzutaten,Knorr,Würzmittel | Knorr Deutschland
274,,Knorr Notvorrat Bouillons und Brühen - Goldaugen Rindsuppe und Gemüse Bouillon von Knorr,Suppen,Knorr,"Brühen, Bouillons & Würzmittel"
275,8712566237067.0,Knorr Speciale al Gusto Nudelsosse Carbonara   370 g,Fix Produkte | Knorr Deutschland,Knorr,Sauces
276,8712100378249.0,"Knorr Professional konzentrierte Bouillon Rind (flüssig, 30 g Bouillon genügen für 1 l Wasser) 1er Pack (1 x 1 l)",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
277,8714100089422.0,Knorr Kräuter Dressing (klares Salatdressing mit Dill und Petersilie) 3er Pack (3 x 1 l),"Brühen, Bouillons & Würzmittel",Knorr,Salatzutaten
278,8717163865590.0,"Knorr Fix Würzmischung Tomaten Bolognese für ein leckeres Nudelgericht ohne geschmacksverstärkende Zusatzstoffe, ideal für Pasta & Spaghetti, 46 g 1 Stück",Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
279,8711200339921.0,Knorr  Feinschmecker Blumenkohl Broccoli Suppe leckere Gemüsesuppe mit nachhaltig angebautem Gemüse 2 Teller,Suppen,Knorr,Suppen
281,8720182069238.0,Knorr,Die Bio Gemüse Bouillon,Knorr,You've chosen a category: Fix Produkte | Knorr Deutschland
282,8720182406040.0,Knorr Spaghetteria Nudel-Fertiggericht Bolognese leckeres Nudelgericht fertig in 7 Minuten 160 g,Natürlich Lecker!,Knorr,Snacks & Fertiggerichte
284,8711327414945.0,Knorr  Pasta Snack Pilz & Rahm leckere Instant Nudeln fertig in nur 5 Minuten 8x 63 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
285,8717163865606.0,Knorr Fix Würzmischung Hackfleisch Käse Suppe für eine leckere Suppe mit Hack ohne geschmacksverstärkende Zusatzstoffe 58 g 1 Stück,Suppen,Knorr,Suppen
286,8720182328502.0,Knorr Fix Würzmischung Frikadellen & Burger für ein leckeres Gericht mit Hackfleisch ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 46 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
287,8712100597589.0,"Knorr Professional Bouillon Huhn (geliert, vollmundiger Geschmack, 1 EL Bouillon genügt für 1 L Wasser) 1er Pack (1 x 800g)",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
288,8714100722541.0,"Knorr Asia Lime Powder (Zubereitung mit Limettengeschmack, die Alternative zu frischen Limetten, ergibt 2 Liter) 1er Pack (1x 500g)",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
289,8718114824222.0,Knorr Fix Würzmischung Currywurst für eine würzige Bratwurst ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 36 g 1 Stück,Salatzutaten,Knorr,Fix Produkte | Knorr Deutschland
290,4007801104186.0,"Knorr Frühlings Suppe mit Nudeln und buntem Gemüse (natürlicher, ausgewogener Geschmack) 1er Pack (1 x 2,4kg)",Snacks & Fertiggerichte,Knorr,Suppen
291,4038700114075.0,Knorr Feinschmecker Sauce Parmarosa leckere Nudelsauce ohne geschmacksverstärkende Zusatzstoffe 250 ml 1 Stück,Sauces,Knorr,Grillsaucen
292,8720182396952.0,Knorr Taste the World Reis Snack Chili con Carne Style leckeres Reisgericht fertig in 5 Minuten 8x 57g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
293,8711200339280.0,Knorr Activ Veggie Muschelnudeln mit Frühlingsgemüse in Kräutersauce leckere Nudeln ohne geschmacksverstärkende Zusatzstoffe 155 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
294,,"Knorr Nacho Sauce Hot Salsa Style Dip für ein leckeres Barbecue zum Toppen und Dippen von Nachos 8 x 250 ml, 2kg",Suppen,Knorr,Grillsaucen
295,8714100697368.0,Knorr  Pasta Snack Pot Tomate & Kräuter leckere Instant Nudeln fertig in nur 5 Minuten 69 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte.
296,8711327405158.0,Knorr Feinschmecker Sauce zu Braten extra fein leckere braune Soße ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 250 ml 1 Stück,Sauces,Knorr,Grillsaucen
297,8710522971031.0,Knorr Fix Würzmischung Mildes Hähnchen Curry für ein leckeres Fleischgericht 100% natürliche Zutaten ohne zugesetzten Zucker* 39 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
298,8711200339938.0,Knorr  Feinschmecker Broccoli Cremesuppe leckere Gemüsesuppe mit Gemüse und Kräutern aus nachhaltigem Anbau 2 Teller 50g,Suppen,Knorr,Suppen
300,8712566410293.0,Knorr Suppenliebe Grießklößchen Suppe leckere Gemüsesuppe mit natürlichen Zutaten 36 g,Natürlich Lecker!,Knorr,Suppen
301,8718114788654.0,Knorr Hüttenschmaus Schinken-Hörnli 156g 156g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
304,8714100943823.0,Knorr Asia Noodles Instant Nudeln Curry-Geschmack schnelle Asia Nudeln fertig in nur 4 Minuten 11x 70 g,Suppen,Knorr,Snacks & Fertiggerichte
305,,"Knorr Kaiserteller Frittatensuppe, 14x51g",Fix Produkte | Knorr Deutschland,Knorr,Suppen
306,,Knorr Activ Veggie Nudel-Fertiggericht Penne mit Broccoli und Frühlingskräutern Nudelgericht ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 146 g 1 Stück,Salatzutaten,Knorr,Snacks & Fertiggerichte
307,8718114949444.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
309,,"Knorr Pasta Snack Rahm Sauce leckeres Nudelgericht fertig in nur 5 Minuten - 8 x 62 g Becher -, 496 g & Snack Bar Spaghetti mit Käse Sahne Sauce, 8er Pack (8 x 71 g)",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
310,,"Knorr Pasta Snack Arrabiata Becher, 4er Pack (4 x 66 g)",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
311,4038700114020.0,Knorr Spaghetteria Sauce Quattro Formaggi leckere Nudelsauce ohne geschmacksverstärkende Zusatzstoffe 250 ml,Sauces,Knorr,Sauces
312,8712100555954.0,Knorr Curry Ketchup 430 ml 430ml,"Grillsaucen, Ketchup & Mayo",Knorr,Ketchup & Mayo
313,8718114827698.0,Knorr Fix Würzmischung Lachs auf Blattspinat für ein leckeres Fisch Gericht ohne geschmacksverstärkende Zusatzstoffe 28 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
314,4038700118097.0,Knorr Spaghetteria Nudel-Fertiggericht Panna leckeres Nudelgericht fertig in 6 Minuten 153 g,Natürlich Lecker!,Knorr,Snacks & Fertiggerichte
316,,"Knorr Feinschmecker Sauce Hollandaise fettarm 250ml, 9er Pack (9 x 250 ml)",Sauces,Knorr,Sauces
318,8712566989362.0,"Knorr Suppenliebe Zwiebelsuppe, 15 x 3 Teller (15 x 46g)",Suppen,Knorr,Suppen
320,4000400101099.0,Knorr Sauce Hollandaise Light 250ml 250ml,Sauces,Knorr,Sauces
321,8712100187001.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
322,8718114824185.0,Knorr  Familien-Fix Bauerntopf mit Hackfleisch für ein leckeres Fleischgericht ohne geschmacksverstärkende Zusatzstoffe 43 g,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
323,8720182069245.0,Knorr  Ketchup Tomato Joe fruchtiger Tomatenketchup mit 40% weniger Zucker* 430 ml 1 Stück,Suppen,Knorr,Ketchup & Mayo
324,,Knorr The Chicken Cube 8'S,Fix Produkte | Knorr Deutschland,Knorr,"Brühen, Bouillons & Würzmittel"
325,9000275430305.0,Knorr Salatkrönung Gartenkräuter 1er Pack (1 x 1 kg),Salatzutaten,Knorr,Salatzutaten
327,8711200340712.0,Knorr SB Huehnersuppe    8x39g   BE,Fix Produkte | Knorr Deutschland,Knorr,Suppen
328,8718114946900.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
330,8711200414369.0,Knorr  Soße zu Braten Extra leckere dunkle Soße mit würzigem Geschmack 280 g,Sauces,Knorr,Sauces
331,8718114946108.0,Knorr Fix Paprika-Rahm Schnitzel 3 Portionen (21 x 43 g),Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
332,4013300531323.0,Knorr  Cocktail Sauce cremige Grillsauce mit feinem Geschmack 6x 250 ml,Sauces,Knorr,Grillsaucen
333,8710522965214.0,Knorr Fix Würzmischung Champignons in Rahm leckere Rahmchampignons 100% natürliche Zutaten ohne zugesetzten Zucker* 30 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
338,,"Knorr Notvorrat Suppe - Tomatensuppe, Spargelcremesuppe, Champignonsuppe (Trockenmischungen, Großverbraucher)",Suppen,Knorr,Suppen
339,,"Knorr Big Pasta Snack Pot Bolognese leckeres Nudelgericht fertig in nur 5 Minuten, 8 x 88 g & nack Bar Nudeln in Tomate-Mozzarella-Sauce, 8er Pack (8 x 72 g)",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
340,,"Knorr Pasta Snack Käse-Kräuter-Sauce leckeres Nudelgericht fertig in nur 5 Minuten - 8 x 59 g Becher -, 472 g & Snack Bar Spaghetti mit Käse Sahne Sauce, 8er Pack (8 x 71 g)",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
341,8718114824857.0,Knorr Fix Würzmischung Hackfleisch Schafskäse Auflauf für ein leckeres Ofengericht ohne geschmacksverstärkende Zusatzstoffe 43 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
342,8712423045170.0,Knorr Feinschmecker Spargelsuppe weiß und grün leckere Gemüsesuppe mit nachhaltig angebautem Gemüse 17x 2 Teller,Suppen,Knorr,Suppen
343,8711200714476.0,Knorr Großmutters Geheimnis Deftiger Kartoffeleintopf mit Speck für eine leckere Kartoffelsuppe mit nachhaltig angebautem Gemüse 9x 90 g,Snacks & Fertiggerichte,Knorr,Suppen
344,,"Knorr Rahmsauce (cremig, auch als Saucenbinder) 1er Pack (1 x 1 kg) & Gemüse Kraftbouillon (Gemüsebrühe mit Suppengrün, rein pflanzlich, vegan) 1er Pack (1 x 1 kg)",Snacks & Fertiggerichte,Knorr,"Sauces
Brühen, Bouillons & Würzmittel"
345,4007801108900.0,Knorr Sauce Café de Paris (feiner Butter- und Kräutergeschmack) 1er Pack (1 x 1 kg),Salatzutaten,Knorr,Grillsaucen
346,8711200886791.0,Knorr  Suppenliebe Hühnersuppe für eine leckere Nudelsuppe mit vielen Nudeln ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 15x 3 Teller,Suppen,Knorr,Suppen
347,8722700202561.0,"Knorr Knorr Fischfond 1kg, 1000 g","Grillsaucen, Ketchup & Mayo",Knorr,"Brühen, Bouillons & Würzmittel"
348,,Knorr Fix für Kartoffel-Gratin (10 x 37 g),Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
349,4000492004513.0,"Knorr Paprika Sauce Ungarischer Art (mit ausgewogenem Geschmack, vegetarisch) 1er Pack (1 x 10 kg)",Suppen,Knorr,Grillsaucen
350,8710522949634.0,Knorr Asia Noodles Instant Nudeln Chili Taste leckere Asia Nudeln fertig in nur 3 Minuten 8x 65 g,Suppen,Knorr,Snacks & Fertiggerichte
353,8712423038639.0,Knorr Fix Zucchini-Schafskäse Auflauf mit Hackfleisch 44g 44g,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
354,8712423021679.0,Knorr Salatkrönung Kartoffelsalat für ein leckeres Salatdressing mit natürlichen Zutaten* 5x 2 Portionen,Salatzutaten,Knorr,Salatzutaten
355,,"Knorr Notvorrat Lebensmittel Soßen - Delikatess Sauce zu Braten, Bratenjus, Rahmsauce (Großverbraucher 1 kg Packungen)","Brühen, Bouillons & Würzmittel",Knorr,Grillsaucen
356,8712566255177.0,Knorr Collezione Italiana Tomato Pronto Napoletana Tomatensauce (stückige Tomatensauce) 1er Pack (1 x 3 kg),Suppen,Knorr,Grillsaucen
358,9000275743214.0,Knorr Fix - Einbrenn Roux (helle Mehlschwitze zum Abbinden und Nachbinden) 2er Pack (2 x 1kg),Salatzutaten,Knorr,Fix Produkte | Knorr Deutschland
359,8714100957967.0,Knorr  Kartoffel Snack Speck & Zwiebeln leckeres Kartoffelgericht fertig in nur 5 Minuten 8x 58 g,Suppen,Knorr,Snacks & Fertiggerichte
360,8718114824468.0,Knorr Fix Würzmischung Rahm-Champignons für leckere Rahmchampignons ohne geschmacksverstärkende Zusatzstoffe 33 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
361,8712100844270.0,Knorr Professional Kalbsfond konzentriert (ausgewogene Basis für Saucen und Suppen) 1er Pack (1 x 1 l),Suppen,Knorr,"Brühen, Bouillons & Würzmittel"
362,4038700119728.0,Knorr Salatkrönung Croutinos mit Paprika und Pinienkernen für leckeren Salat ohne geschmacksverstärkende Zusatzstoffe 25 g,Salatzutaten,Knorr,Salatzutaten
363,4000400317704.0,"Knorr Jäger Soße 3 x 250 ml, 15er-Pack","Grillsaucen, Ketchup & Mayo",Knorr,Grillsaucen
364,4000400149329.0,"Knorr Feinschmecker Dill Sauce fettarm leckere Soße mit unter 1,5% Fett ohne geschmacksverstärkende Zusatzstoffe 250 ml 1 Stück",Sauces,Knorr,Grillsaucen
365,4000400348326.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
366,4007801104506.0,"Knorr Spinat Cremesuppe Florentin 1.65 kg, 1er Pack (1 x 1.65 kg)",Salatzutaten,Knorr,Suppen
367,8710522975152.0,Knorr Fix Gewürzmischung Spaghetti Bolognese XXL leckere Nudelsauce für die schnelle Zubereitung 266 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
368,8720182422446.0,Knorr  Suppenliebe Marvel Avengers Suppe leckere schnelle Suppe für Kinder und Erwachsene mit natürlichen Zutaten 14x 2 Portionen,Suppen,Knorr,Suppen
369,4038700118066.0,Knorr Spaghetteria Pomodoro Mozzarella 163g 163g,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
371,,"Knorr Fix Würzmischung Hackfleisch Käse Suppe für eine leckere Suppe mit Hack ohne geschmacksverstärkende Zusatzstoffe,58g (2er Pack)",Salatzutaten,Knorr,Suppen
372,8710522627518.0,Knorr Asia Noodles Instant Nudeln Duck Taste leckere Asia Nudeln fertig in nur 3 Minuten 61 g,Suppen,Knorr,Snacks & Fertiggerichte
373,8710522920138.0,Knorr  Tomaten Ketchup im Squeezer ideal als vegane Grillsauce mit 100% natürlichen Zutaten 430 ml,Natürlich Lecker!,Knorr,Grillsaucen
375,8711200454679.0,"Knorr Sweety Milchreis mit Vanillegeschmack, 58 g",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
376,8711200494088.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
377,,"Knorr Fix Spitzkohl Pfanne 36g Beutel 2 Portionen, 35.7 g, 1 Stück (1er Pack)",Snacks & Fertiggerichte,Knorr,Fix Produkte | Knorr Deutschland
378,9000275431609.0,"Knorr Salatkrönung Knoblauch Kräuter Dressing (Trockenmischung für Salatdressing mit ausgesuchten Kräutern, Gewürzen und Knoblauchnote) 1er Pack (1 x 1 kg)",Salatzutaten,Knorr,Salatzutaten
381,,"Knorr Feinschmecker Sauce Zitronen Butter, 10er Pack (10 x 250 ml)",Sauces,Knorr,Grillsaucen
383,8712100187131.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
384,,"Knorr Cup a Soup Kartoffelcreme (mit Knusper-Croutons Instant Suppe 3 Tassen) 12er Pack & Cup a Soup Hühnersuppe mit Nudeln Instant Suppe 3 Tassen, 12er Pack (12x27gr)",Suppen,Knorr,Suppen
385,4000400117151.0,Knorr Soße zu Geflügel für vollen Geschmack ohne geschmacksverstärkende Zusatzstoffe 69 g(3x 250 ml),Sauces,Knorr,Grillsaucen
386,8717163935231.0,Knorr Fix Würzmischung Lecker Veggie Broccoli Gratin für ein leckeres Auflaufgericht mit natürlichen Zutaten 23 x 2 Portionen,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
387,,"Knorr Bouillon mit Rind im Glas Ergiebigkeit, 5er Pack (5 x 7.5 l)","Brühen, Bouillons & Würzmittel",Knorr,"Brühen, Bouillons & Würzmittel"
